DATE,Measure,Value
19360214,TMIN,28
19360214,TMAX,42
19360214,TOBS,29
19360215,TMIN,12
19360215,TMAX,29
19360215,TOBS,27
19360216,TMIN,16
19360216,TMAX,27
19360216,TOBS,20
19360217,TMIN,17
19360217,TMAX,25
19360217,TOBS,21
19360218,TMIN,-11
19360218,TMAX,22
19360218,TOBS,2
19360219,TMIN,-18
19360219,TMAX,14
19360219,TOBS,6
19360220,TMIN,-15
19360220,TMAX,31
19360220,TOBS,27
19360221,TMIN,10
19360221,TMAX,29
19360221,TOBS,29
19360222,TMIN,20
19360222,TMAX,36
19360222,TOBS,33
19360223,TMIN,25
19360223,TMAX,50
19360223,TOBS,47
19360224,TMIN,38
19360224,TMAX,58
19360224,TOBS,58
19360225,TMIN,53
19360225,TMAX,58
19360225,TOBS,54
19360226,TMIN,38
19360226,TMAX,62
19360226,TOBS,53
19360227,TMIN,26
19360227,TMAX,53
19360227,TOBS,37
19360228,TMIN,21
19360228,TMAX,46
19360228,TOBS,44
19360229,TMIN,27
19360229,TMAX,44
19360229,TOBS,41
19360301,TMIN,25
19360301,TMAX,46
19360301,TOBS,41
19360302,TMIN,33
19360302,TMAX,55
19360302,TOBS,46
19360303,TMIN,31
19360303,TMAX,63
19360303,TOBS,62
19360304,TMIN,38
19360304,TMAX,63
19360304,TOBS,52
19360305,TMIN,24
19360305,TMAX,52
19360305,TOBS,42
19360306,TMIN,18
19360306,TMAX,42
19360306,TOBS,38
19360307,TMIN,21
19360307,TMAX,58
19360307,TOBS,55
19360308,TMIN,28
19360308,TMAX,64
19360308,TOBS,63
19360309,TMIN,42
19360309,TMAX,63
19360309,TOBS,61
19360310,TMIN,28
19360310,TMAX,71
19360310,TOBS,68
19360311,TMIN,32
19360311,TMAX,68
19360311,TOBS,43
19360312,TMIN,30
19360312,TMAX,43
19360312,TOBS,32
19360313,TMIN,22
19360313,TMAX,43
19360313,TOBS,43
19360314,TMIN,27
19360314,TMAX,57
19360314,TOBS,57
19360315,TMIN,41
19360315,TMAX,63
19360315,TOBS,52
19360316,TMIN,39
19360316,TMAX,52
19360316,TOBS,40
19360317,TMIN,31
19360317,TMAX,44
19360317,TOBS,42
19360318,TMIN,21
19360318,TMAX,47
19360318,TOBS,40
19360319,TMIN,27
19360319,TMAX,64
19360319,TOBS,56
19360320,TMIN,32
19360320,TMAX,56
19360320,TOBS,34
19360321,TMIN,29
19360321,TMAX,51
19360321,TOBS,47
19360322,TMIN,25
19360322,TMAX,53
19360322,TOBS,53
19360323,TMIN,39
19360323,TMAX,67
19360323,TOBS,64
19360324,TMIN,51
19360324,TMAX,65
19360324,TOBS,64
19360325,TMIN,37
19360325,TMAX,64
19360325,TOBS,58
19360326,TMIN,39
19360326,TMAX,59
19360326,TOBS,59
19360327,TMIN,43
19360327,TMAX,59
19360327,TOBS,46
19360328,TMIN,33
19360328,TMAX,68
19360328,TOBS,65
19360329,TMIN,41
19360329,TMAX,70
19360329,TOBS,69
19360330,TMIN,47
19360330,TMAX,70
19360330,TOBS,68
19360331,TMIN,31
19360331,TMAX,68
19360331,TOBS,45
19360401,TMIN,34
19360401,TMAX,45
19360401,TOBS,44
19360402,TMIN,31
19360402,TMAX,44
19360402,TOBS,33
19360403,TMIN,24
19360403,TMAX,33
19360403,TOBS,29
19360404,TMIN,21
19360404,TMAX,41
19360404,TOBS,40
19360405,TMIN,38
19360405,TMAX,49
19360405,TOBS,48
19360406,TMIN,35
19360406,TMAX,48
19360406,TOBS,42
19360407,TMIN,26
19360407,TMAX,42
19360407,TOBS,32
19360408,TMIN,19
19360408,TMAX,50
19360408,TOBS,50
19360409,TMIN,30
19360409,TMAX,50
19360409,TOBS,44
19360410,TMIN,41
19360410,TMAX,49
19360410,TOBS,48
19360411,TMIN,42
19360411,TMAX,59
19360411,TOBS,56
19360412,TMIN,33
19360412,TMAX,61
19360412,TOBS,60
19360413,TMIN,32
19360413,TMAX,60
19360413,TOBS,58
19360414,TMIN,37
19360414,TMAX,76
19360414,TOBS,75
19360415,TMIN,42
19360415,TMAX,79
19360415,TOBS,77
19360416,TMIN,38
19360416,TMAX,77
19360416,TOBS,48
19360417,TMIN,32
19360417,TMAX,48
19360417,TOBS,44
19360418,TMIN,30
19360418,TMAX,44
19360418,TOBS,44
19360419,TMIN,24
19360419,TMAX,58
19360419,TOBS,58
19360420,TMIN,38
19360420,TMAX,75
19360420,TOBS,75
19360421,TMIN,32
19360421,TMAX,74
19360421,TOBS,41
19360422,TMIN,28
19360422,TMAX,45
19360422,TOBS,43
19360423,TMIN,24
19360423,TMAX,55
19360423,TOBS,52
19360424,TMIN,37
19360424,TMAX,61
19360424,TOBS,57
19360425,TMIN,35
19360425,TMAX,76
19360425,TOBS,75
19360426,TMIN,48
19360426,TMAX,75
19360426,TOBS,58
19360427,TMIN,45
19360427,TMAX,77
19360427,TOBS,74
19360428,TMIN,59
19360428,TMAX,79
19360428,TOBS,66
19360429,TMIN,60
19360429,TMAX,75
19360429,TOBS,65
19360430,TMIN,61
19360430,TMAX,78
19360430,TOBS,76
19360501,TMIN,60
19360501,TMAX,82
19360501,TOBS,62
19360502,TMIN,57
19360502,TMAX,76
19360502,TOBS,69
19360503,TMIN,52
19360503,TMAX,70
19360503,TOBS,57
19360504,TMIN,41
19360504,TMAX,62
19360504,TOBS,58
19360505,TMIN,44
19360505,TMAX,76
19360505,TOBS,73
19360506,TMIN,46
19360506,TMAX,87
19360506,TOBS,83
19360507,TMIN,52
19360507,TMAX,89
19360507,TOBS,84
19360508,TMIN,54
19360508,TMAX,89
19360508,TOBS,83
19360509,TMIN,57
19360509,TMAX,91
19360509,TOBS,89
19360510,TMIN,57
19360510,TMAX,94
19360510,TOBS,78
19360511,TMIN,57
19360511,TMAX,87
19360511,TOBS,84
19360512,TMIN,59
19360512,TMAX,84
19360512,TOBS,76
19360513,TMIN,59
19360513,TMAX,77
19360513,TOBS,60
19360514,TMIN,40
19360514,TMAX,64
19360514,TOBS,61
19360515,TMIN,35
19360515,TMAX,75
19360515,TOBS,72
19360516,TMIN,39
19360516,TMAX,84
19360516,TOBS,80
19360517,TMIN,46
19360517,TMAX,87
19360517,TOBS,84
19360518,TMIN,62
19360518,TMAX,84
19360518,TOBS,66
19360519,TMIN,55
19360519,TMAX,74
19360519,TOBS,72
19360520,TMIN,42
19360520,TMAX,72
19360520,TOBS,69
19360521,TMIN,45
19360521,TMAX,80
19360521,TOBS,77
19360522,TMIN,45
19360522,TMAX,87
19360522,TOBS,84
19360523,TMIN,52
19360523,TMAX,84
19360523,TOBS,82
19360524,TMIN,52
19360524,TMAX,83
19360524,TOBS,82
19360525,TMIN,60
19360525,TMAX,82
19360525,TOBS,70
19360526,TMIN,59
19360526,TMAX,82
19360526,TOBS,81
19360527,TMIN,64
19360527,TMAX,81
19360527,TOBS,77
19360528,TMIN,50
19360528,TMAX,77
19360528,TOBS,66
19360529,TMIN,40
19360529,TMAX,66
19360529,TOBS,65
19360530,TMIN,39
19360530,TMAX,70
19360530,TOBS,68
19360531,TMIN,35
19360531,TMAX,77
19360531,TOBS,76
19360601,TMIN,52
19360601,TMAX,86
19360601,TOBS,85
19360602,TMIN,67
19360602,TMAX,87
19360602,TOBS,87
19360603,TMIN,60
19360603,TMAX,87
19360603,TOBS,63
19360604,TMIN,43
19360604,TMAX,72
19360604,TOBS,70
19360605,TMIN,40
19360605,TMAX,83
19360605,TOBS,69
19360606,TMIN,48
19360606,TMAX,90
19360606,TOBS,88
19360607,TMIN,66
19360607,TMAX,88
19360607,TOBS,84
19360608,TMIN,62
19360608,TMAX,94
19360608,TOBS,83
19360609,TMIN,58
19360609,TMAX,92
19360609,TOBS,91
19360610,TMIN,63
19360610,TMAX,91
19360610,TOBS,86
19360611,TMIN,59
19360611,TMAX,86
19360611,TOBS,71
19360612,TMIN,46
19360612,TMAX,80
19360612,TOBS,77
19360613,TMIN,47
19360613,TMAX,86
19360613,TOBS,74
19360614,TMIN,46
19360614,TMAX,89
19360614,TOBS,84
19360615,TMIN,56
19360615,TMAX,87
19360615,TOBS,84
19360616,TMIN,54
19360616,TMAX,91
19360616,TOBS,88
19360617,TMIN,54
19360617,TMAX,97
19360617,TOBS,92
19360618,TMIN,63
19360618,TMAX,92
19360618,TOBS,72
19360619,TMIN,53
19360619,TMAX,93
19360619,TOBS,90
19360620,TMIN,52
19360620,TMAX,91
19360620,TOBS,91
19360621,TMIN,63
19360621,TMAX,91
19360621,TOBS,78
19360622,TMIN,56
19360622,TMAX,78
19360622,TOBS,74
19360623,TMIN,47
19360623,TMAX,80
19360623,TOBS,78
19360624,TMIN,47
19360624,TMAX,82
19360624,TOBS,80
19360625,TMIN,47
19360625,TMAX,88
19360625,TOBS,86
19360626,TMIN,71
19360626,TMAX,90
19360626,TOBS,87
19360627,TMIN,72
19360627,TMAX,90
19360627,TOBS,87
19360628,TMIN,63
19360628,TMAX,94
19360628,TOBS,90
19360629,TMIN,59
19360629,TMAX,101
19360629,TOBS,101
19360630,TMIN,81
19360630,TMAX,101
19360630,TOBS,83
19360701,TMIN,70
19360701,TMAX,80
19360701,TOBS,81
19360702,TMIN,54
19360702,TMAX,85
19360702,TOBS,81
19360703,TMIN,69
19360703,TMAX,92
19360703,TOBS,87
19360704,TMIN,62
19360704,TMAX,95
19360704,TOBS,94
19360705,TMIN,75
19360705,TMAX,93
19360705,TOBS,91
19360706,TMIN,67
19360706,TMAX,98
19360706,TOBS,97
19360707,TMIN,63
19360707,TMAX,100
19360707,TOBS,98
19360708,TMIN,65
19360708,TMAX,106
19360708,TOBS,82
19360709,TMIN,72
19360709,TMAX,103
19360709,TOBS,84
19360710,TMIN,72
19360710,TMAX,104
19360710,TOBS,102
19360711,TMIN,81
19360711,TMAX,103
19360711,TOBS,100
19360712,TMIN,73
19360712,TMAX,104
19360712,TOBS,102
19360713,TMIN,73
19360713,TMAX,104
19360713,TOBS,102
19360714,TMIN,69
19360714,TMAX,108
19360714,TOBS,106
19360715,TMIN,NA
19360715,TMAX,NA
19360715,TOBS,NA
19360716,TMIN,NA
19360716,TMAX,NA
19360716,TOBS,89
19360717,TMIN,78
19360717,TMAX,99
19360717,TOBS,97
19360718,TMIN,68
19360718,TMAX,94
19360718,TOBS,75
19360719,TMIN,53
19360719,TMAX,89
19360719,TOBS,87
19360720,TMIN,68
19360720,TMAX,86
19360720,TOBS,84
19360721,TMIN,55
19360721,TMAX,86
19360721,TOBS,84
19360722,TMIN,59
19360722,TMAX,95
19360722,TOBS,70
19360723,TMIN,65
19360723,TMAX,90
19360723,TOBS,88
19360724,TMIN,78
19360724,TMAX,90
19360724,TOBS,NA
19360725,TMIN,67
19360725,TMAX,90
19360725,TOBS,87
19360726,TMIN,70
19360726,TMAX,98
19360726,TOBS,96
19360727,TMIN,95
19360727,TMAX,102
19360727,TOBS,100
19360728,TMIN,73
19360728,TMAX,100
19360728,TOBS,NA
19360729,TMIN,69
19360729,TMAX,93
19360729,TOBS,82
19360730,TMIN,55
19360730,TMAX,83
19360730,TOBS,78
19360731,TMIN,47
19360731,TMAX,85
19360731,TOBS,81
19360801,TMIN,50
19360801,TMAX,93
19360801,TOBS,90
19360802,TMIN,58
19360802,TMAX,95
19360802,TOBS,88
19360803,TMIN,65
19360803,TMAX,91
19360803,TOBS,90
19360804,TMIN,69
19360804,TMAX,93
19360804,TOBS,80
19360805,TMIN,68
19360805,TMAX,85
19360805,TOBS,78
19360806,TMIN,66
19360806,TMAX,83
19360806,TOBS,79
19360807,TMIN,57
19360807,TMAX,90
19360807,TOBS,88
19360808,TMIN,54
19360808,TMAX,96
19360808,TOBS,98
19360809,TMIN,54
19360809,TMAX,99
19360809,TOBS,96
19360810,TMIN,63
19360810,TMAX,98
19360810,TOBS,90
19360811,TMIN,65
19360811,TMAX,93
19360811,TOBS,91
19360812,TMIN,59
19360812,TMAX,100
19360812,TOBS,98
19360813,TMIN,70
19360813,TMAX,101
19360813,TOBS,98
19360814,TMIN,77
19360814,TMAX,100
19360814,TOBS,96
19360815,TMIN,72
19360815,TMAX,96
19360815,TOBS,93
19360816,TMIN,74
19360816,TMAX,98
19360816,TOBS,96
19360817,TMIN,65
19360817,TMAX,97
19360817,TOBS,91
19360818,TMIN,62
19360818,TMAX,102
19360818,TOBS,96
19360819,TMIN,79
19360819,TMAX,105
19360819,TOBS,86
19360820,TMIN,71
19360820,TMAX,108
19360820,TOBS,102
19360821,TMIN,70
19360821,TMAX,101
19360821,TOBS,92
19360822,TMIN,72
19360822,TMAX,104
19360822,TOBS,95
19360823,TMIN,74
19360823,TMAX,97
19360823,TOBS,92
19360824,TMIN,73
19360824,TMAX,100
19360824,TOBS,98
19360825,TMIN,78
19360825,TMAX,100
19360825,TOBS,99
19360826,TMIN,70
19360826,TMAX,99
19360826,TOBS,84
19360827,TMIN,68
19360827,TMAX,94
19360827,TOBS,77
19360828,TMIN,66
19360828,TMAX,95
19360828,TOBS,84
19360829,TMIN,66
19360829,TMAX,84
19360829,TOBS,77
19360830,TMIN,55
19360830,TMAX,77
19360830,TOBS,73
19360831,TMIN,50
19360831,TMAX,85
19360831,TOBS,82
19360901,TMIN,52
19360901,TMAX,91
19360901,TOBS,85
19360902,TMIN,61
19360902,TMAX,85
19360902,TOBS,67
19360903,TMIN,62
19360903,TMAX,78
19360903,TOBS,75
19360904,TMIN,55
19360904,TMAX,85
19360904,TOBS,81
19360905,TMIN,55
19360905,TMAX,92
19360905,TOBS,79
19360906,TMIN,65
19360906,TMAX,91
19360906,TOBS,86
19360907,TMIN,67
19360907,TMAX,91
19360907,TOBS,87
19360908,TMIN,68
19360908,TMAX,93
19360908,TOBS,91
19360909,TMIN,62
19360909,TMAX,93
19360909,TOBS,87
19360910,TMIN,60
19360910,TMAX,97
19360910,TOBS,92
19360911,TMIN,60
19360911,TMAX,95
19360911,TOBS,91
19360912,TMIN,68
19360912,TMAX,93
19360912,TOBS,86
19360913,TMIN,70
19360913,TMAX,95
19360913,TOBS,86
19360914,TMIN,67
19360914,TMAX,92
19360914,TOBS,81
19360915,TMIN,67
19360915,TMAX,96
19360915,TOBS,98
19360916,TMIN,65
19360916,TMAX,94
19360916,TOBS,76
19360917,TMIN,57
19360917,TMAX,76
19360917,TOBS,68
19360918,TMIN,52
19360918,TMAX,83
19360918,TOBS,78
19360919,TMIN,48
19360919,TMAX,82
19360919,TOBS,78
19360920,TMIN,54
19360920,TMAX,86
19360920,TOBS,84
19360921,TMIN,56
19360921,TMAX,90
19360921,TOBS,85
19360922,TMIN,59
19360922,TMAX,93
19360922,TOBS,85
19360923,TMIN,62
19360923,TMAX,85
19360923,TOBS,67
19360924,TMIN,59
19360924,TMAX,69
19360924,TOBS,66
19360925,TMIN,40
19360925,TMAX,71
19360925,TOBS,69
19360926,TMIN,46
19360926,TMAX,85
19360926,TOBS,81
19360927,TMIN,64
19360927,TMAX,81
19360927,TOBS,77
19360928,TMIN,50
19360928,TMAX,77
19360928,TOBS,57
19360929,TMIN,49
19360929,TMAX,57
19360929,TOBS,55
19360930,TMIN,50
19360930,TMAX,58
19360930,TOBS,57
19361001,TMIN,51
19361001,TMAX,71
19361001,TOBS,66
19361002,TMIN,43
19361002,TMAX,69
19361002,TOBS,66
19361003,TMIN,40
19361003,TMAX,71
19361003,TOBS,68
19361004,TMIN,37
19361004,TMAX,76
19361004,TOBS,68
19361005,TMIN,46
19361005,TMAX,80
19361005,TOBS,73
19361006,TMIN,52
19361006,TMAX,74
19361006,TOBS,69
19361007,TMIN,60
19361007,TMAX,73
19361007,TOBS,70
19361008,TMIN,65
19361008,TMAX,79
19361008,TOBS,70
19361009,TMIN,61
19361009,TMAX,70
19361009,TOBS,65
19361010,TMIN,57
19361010,TMAX,66
19361010,TOBS,60
19361011,TMIN,47
19361011,TMAX,61
19361011,TOBS,55
19361012,TMIN,44
19361012,TMAX,72
19361012,TOBS,65
19361013,TMIN,41
19361013,TMAX,79
19361013,TOBS,66
19361014,TMIN,41
19361014,TMAX,81
19361014,TOBS,78
19361015,TMIN,47
19361015,TMAX,82
19361015,TOBS,73
19361016,TMIN,56
19361016,TMAX,73
19361016,TOBS,67
19361017,TMIN,50
19361017,TMAX,67
19361017,TOBS,52
19361018,TMIN,25
19361018,TMAX,64
19361018,TOBS,62
19361019,TMIN,38
19361019,TMAX,77
19361019,TOBS,71
19361020,TMIN,44
19361020,TMAX,81
19361020,TOBS,74
19361021,TMIN,52
19361021,TMAX,78
19361021,TOBS,71
19361022,TMIN,44
19361022,TMAX,70
19361022,TOBS,46
19361023,TMIN,42
19361023,TMAX,50
19361023,TOBS,48
19361024,TMIN,35
19361024,TMAX,64
19361024,TOBS,57
19361025,TMIN,33
19361025,TMAX,61
19361025,TOBS,56
19361026,TMIN,34
19361026,TMAX,60
19361026,TOBS,35
19361027,TMIN,28
19361027,TMAX,43
19361027,TOBS,39
19361028,TMIN,21
19361028,TMAX,48
19361028,TOBS,40
19361029,TMIN,29
19361029,TMAX,64
19361029,TOBS,57
19361030,TMIN,37
19361030,TMAX,59
19361030,TOBS,49
19361031,TMIN,29
19361031,TMAX,59
19361031,TOBS,59
19361101,TMIN,54
19361101,TMAX,61
19361101,TOBS,59
19361102,TMIN,58
19361102,TMAX,70
19361102,TOBS,67
19361103,TMIN,40
19361103,TMAX,70
19361103,TOBS,41
19361104,TMIN,29
19361104,TMAX,41
19361104,TOBS,34
19361105,TMIN,20
19361105,TMAX,41
19361105,TOBS,36
19361106,TMIN,32
19361106,TMAX,53
19361106,TOBS,48
19361107,TMIN,30
19361107,TMAX,58
19361107,TOBS,49
19361108,TMIN,32
19361108,TMAX,48
19361108,TOBS,43
19361109,TMIN,34
19361109,TMAX,47
19361109,TOBS,44
19361110,TMIN,37
19361110,TMAX,50
19361110,TOBS,42
19361111,TMIN,22
19361111,TMAX,61
19361111,TOBS,51
19361112,TMIN,25
19361112,TMAX,60
19361112,TOBS,50
19361113,TMIN,27
19361113,TMAX,59
19361113,TOBS,49
19361114,TMIN,26
19361114,TMAX,55
19361114,TOBS,52
19361115,TMIN,30
19361115,TMAX,52
19361115,TOBS,31
19361116,TMIN,22
19361116,TMAX,44
19361116,TOBS,38
19361117,TMIN,22
19361117,TMAX,59
19361117,TOBS,55
19361118,TMIN,30
19361118,TMAX,55
19361118,TOBS,31
19361119,TMIN,19
19361119,TMAX,44
19361119,TOBS,37
19361120,TMIN,26
19361120,TMAX,61
19361120,TOBS,56
19361121,TMIN,37
19361121,TMAX,56
19361121,TOBS,39
19361122,TMIN,31
19361122,TMAX,48
19361122,TOBS,43
19361123,TMIN,24
19361123,TMAX,46
19361123,TOBS,43
19361124,TMIN,28
19361124,TMAX,43
19361124,TOBS,33
19361125,TMIN,28
19361125,TMAX,37
19361125,TOBS,29
19361126,TMIN,20
19361126,TMAX,30
19361126,TOBS,27
19361127,TMIN,19
19361127,TMAX,28
19361127,TOBS,25
19361128,TMIN,22
19361128,TMAX,48
19361128,TOBS,43
19361129,TMIN,19
19361129,TMAX,43
19361129,TOBS,33
19361130,TMIN,18
19361130,TMAX,34
19361130,TOBS,31
19361201,TMIN,16
19361201,TMAX,41
19361201,TOBS,34
19361202,TMIN,30
19361202,TMAX,42
19361202,TOBS,37
19361203,TMIN,32
19361203,TMAX,40
19361203,TOBS,38
19361204,TMIN,30
19361204,TMAX,40
19361204,TOBS,33
19361205,TMIN,19
19361205,TMAX,36
19361205,TOBS,35
19361206,TMIN,33
19361206,TMAX,49
19361206,TOBS,38
19361207,TMIN,13
19361207,TMAX,38
19361207,TOBS,25
19361208,TMIN,20
19361208,TMAX,45
19361208,TOBS,36
19361209,TMIN,20
19361209,TMAX,50
19361209,TOBS,43
19361210,TMIN,29
19361210,TMAX,45
19361210,TOBS,42
19361211,TMIN,26
19361211,TMAX,42
19361211,TOBS,30
19361212,TMIN,13
19361212,TMAX,37
19361212,TOBS,31
19361213,TMIN,15
19361213,TMAX,46
19361213,TOBS,37
19361214,TMIN,18
19361214,TMAX,50
19361214,TOBS,43
19361215,TMIN,22
19361215,TMAX,51
19361215,TOBS,41
19361216,TMIN,24
19361216,TMAX,55
19361216,TOBS,41
19361217,TMIN,25
19361217,TMAX,41
19361217,TOBS,34
19361218,TMIN,27
19361218,TMAX,35
19361218,TOBS,33
19361219,TMIN,27
19361219,TMAX,43
19361219,TOBS,29
19361220,TMIN,25
19361220,TMAX,33
19361220,TOBS,32
19361221,TMIN,19
19361221,TMAX,42
19361221,TOBS,36
19361222,TMIN,14
19361222,TMAX,37
19361222,TOBS,33
19361223,TMIN,18
19361223,TMAX,52
19361223,TOBS,40
19361224,TMIN,22
19361224,TMAX,55
19361224,TOBS,44
19361225,TMIN,28
19361225,TMAX,54
19361225,TOBS,46
19361226,TMIN,35
19361226,TMAX,58
19361226,TOBS,52
19361227,TMIN,50
19361227,TMAX,60
19361227,TOBS,56
19361228,TMIN,35
19361228,TMAX,56
19361228,TOBS,41
19361229,TMIN,38
19361229,TMAX,51
19361229,TOBS,50
19361230,TMIN,46
19361230,TMAX,62
19361230,TOBS,60
19361231,TMIN,31
19361231,TMAX,60
19361231,TOBS,42
19370101,TMIN,24
19370101,TMAX,42
19370101,TOBS,39
19370102,TMIN,34
19370102,TMAX,50
19370102,TOBS,57
19370103,TMIN,24
19370103,TMAX,57
19370103,TOBS,27
19370104,TMIN,20
19370104,TMAX,41
19370104,TOBS,36
19370105,TMIN,29
19370105,TMAX,46
19370105,TOBS,38
19370106,TMIN,30
19370106,TMAX,49
19370106,TOBS,46
19370107,TMIN,44
19370107,TMAX,58
19370107,TOBS,56
19370108,TMIN,54
19370108,TMAX,63
19370108,TOBS,62
19370109,TMIN,30
19370109,TMAX,NA
19370109,TOBS,34
19370110,TMIN,28
19370110,TMAX,55
19370110,TOBS,30
19370111,TMIN,27
19370111,TMAX,34
19370111,TOBS,32
19370112,TMIN,28
19370112,TMAX,34
19370112,TOBS,32
19370113,TMIN,30
19370113,TMAX,56
19370113,TOBS,58
19370114,TMIN,46
19370114,TMAX,61
19370114,TOBS,48
19370115,TMIN,27
19370115,TMAX,48
19370115,TOBS,28
19370116,TMIN,21
19370116,TMAX,37
19370116,TOBS,33
19370117,TMIN,30
19370117,TMAX,50
19370117,TOBS,49
19370118,TMIN,31
19370118,TMAX,51
19370118,TOBS,33
19370119,TMIN,26
19370119,TMAX,41
19370119,TOBS,31
19370120,TMIN,30
19370120,TMAX,59
19370120,TOBS,57
19370121,TMIN,34
19370121,TMAX,60
19370121,TOBS,35
19370122,TMIN,18
19370122,TMAX,35
19370122,TOBS,19
19370123,TMIN,13
19370123,TMAX,26
19370123,TOBS,25
19370124,TMIN,15
19370124,TMAX,40
19370124,TOBS,37
19370125,TMIN,28
19370125,TMAX,37
19370125,TOBS,30
19370126,TMIN,16
19370126,TMAX,35
19370126,TOBS,29
19370127,TMIN,18
19370127,TMAX,41
19370127,TOBS,38
19370128,TMIN,28
19370128,TMAX,40
19370128,TOBS,37
19370129,TMIN,31
19370129,TMAX,52
19370129,TOBS,44
19370130,TMIN,27
19370130,TMAX,47
19370130,TOBS,45
19370131,TMIN,32
19370131,TMAX,49
19370131,TOBS,33
19370201,TMIN,23
19370201,TMAX,33
19370201,TOBS,24
19370202,TMIN,16
19370202,TMAX,31
19370202,TOBS,28
19370203,TMIN,18
19370203,TMAX,35
19370203,TOBS,31
19370204,TMIN,24
19370204,TMAX,31
19370204,TOBS,25
19370205,TMIN,15
19370205,TMAX,31
19370205,TOBS,30
19370206,TMIN,29
19370206,TMAX,49
19370206,TOBS,41
19370207,TMIN,27
19370207,TMAX,41
19370207,TOBS,34
19370208,TMIN,32
19370208,TMAX,NA
19370208,TOBS,51
19370209,TMIN,25
19370209,TMAX,51
19370209,TOBS,29
19370210,TMIN,12
19370210,TMAX,29
19370210,TOBS,20
19370211,TMIN,14
19370211,TMAX,21
19370211,TOBS,39
19370212,TMIN,33
19370212,TMAX,52
19370212,TOBS,49
19370213,TMIN,33
19370213,TMAX,49
19370213,TOBS,46
19370214,TMIN,30
19370214,TMAX,47
19370214,TOBS,35
19370215,TMIN,30
19370215,TMAX,52
19370215,TOBS,49
19370216,TMIN,29
19370216,TMAX,49
19370216,TOBS,30
19370217,TMIN,NA
19370217,TMAX,43
19370217,TOBS,35
19370218,TMIN,31
19370218,TMAX,40
19370218,TOBS,39
19370219,TMIN,30
19370219,TMAX,59
19370219,TOBS,53
19370220,TMIN,43
19370220,TMAX,54
19370220,TOBS,53
19370221,TMIN,29
19370221,TMAX,57
19370221,TOBS,30
19370222,TMIN,24
19370222,TMAX,40
19370222,TOBS,37
19370223,TMIN,15
19370223,TMAX,38
19370223,TOBS,30
19370224,TMIN,19
19370224,TMAX,39
19370224,TOBS,28
19370225,TMIN,10
19370225,TMAX,28
19370225,TOBS,23
19370226,TMIN,18
19370226,TMAX,32
19370226,TOBS,30
19370227,TMIN,28
19370227,TMAX,34
19370227,TOBS,32
19370228,TMIN,22
19370228,TMAX,38
19370228,TOBS,32
19370301,TMIN,17
19370301,TMAX,32
19370301,TOBS,31
19370302,TMIN,23
19370302,TMAX,51
19370302,TOBS,48
19370303,TMIN,24
19370303,TMAX,60
19370303,TOBS,54
19370304,TMIN,32
19370304,TMAX,55
19370304,TOBS,45
19370305,TMIN,28
19370305,TMAX,52
19370305,TOBS,44
19370306,TMIN,27
19370306,TMAX,68
19370306,TOBS,65
19370307,TMIN,33
19370307,TMAX,69
19370307,TOBS,63
19370308,TMIN,37
19370308,TMAX,63
19370308,TOBS,38
19370309,TMIN,20
19370309,TMAX,39
19370309,TOBS,23
19370310,TMIN,19
19370310,TMAX,29
19370310,TOBS,27
19370311,TMIN,4
19370311,TMAX,39
19370311,TOBS,36
19370312,TMIN,27
19370312,TMAX,47
19370312,TOBS,42
19370313,TMIN,25
19370313,TMAX,42
19370313,TOBS,26
19370314,TMIN,24
19370314,TMAX,38
19370314,TOBS,30
19370315,TMIN,20
19370315,TMAX,33
19370315,TOBS,31
19370316,TMIN,21
19370316,TMAX,34
19370316,TOBS,31
19370317,TMIN,21
19370317,TMAX,42
19370317,TOBS,39
19370318,TMIN,32
19370318,TMAX,45
19370318,TOBS,44
19370319,TMIN,29
19370319,TMAX,56
19370319,TOBS,56
19370320,TMIN,45
19370320,TMAX,65
19370320,TOBS,48
19370321,TMIN,35
19370321,TMAX,53
19370321,TOBS,50
19370322,TMIN,28
19370322,TMAX,58
19370322,TOBS,53
19370323,TMIN,29
19370323,TMAX,60
19370323,TOBS,56
19370324,TMIN,41
19370324,TMAX,69
19370324,TOBS,61
19370325,TMIN,27
19370325,TMAX,61
19370325,TOBS,28
19370326,TMIN,21
19370326,TMAX,31
19370326,TOBS,28
19370327,TMIN,22
19370327,TMAX,33
19370327,TOBS,32
19370328,TMIN,24
19370328,TMAX,44
19370328,TOBS,41
19370329,TMIN,20
19370329,TMAX,49
19370329,TOBS,46
19370330,TMIN,25
19370330,TMAX,52
19370330,TOBS,49
19370331,TMIN,24
19370331,TMAX,51
19370331,TOBS,49
19370401,TMIN,24
19370401,TMAX,61
19370401,TOBS,58
19370402,TMIN,34
19370402,TMAX,58
19370402,TOBS,48
19370403,TMIN,37
19370403,TMAX,53
19370403,TOBS,52
19370404,TMIN,31
19370404,TMAX,72
19370404,TOBS,56
19370405,TMIN,50
19370405,TMAX,68
19370405,TOBS,65
19370406,TMIN,32
19370406,TMAX,65
19370406,TOBS,41
19370407,TMIN,27
19370407,TMAX,57
19370407,TOBS,58
19370408,TMIN,42
19370408,TMAX,53
19370408,TOBS,43
19370409,TMIN,33
19370409,TMAX,48
19370409,TOBS,48
19370410,TMIN,29
19370410,TMAX,48
19370410,TOBS,46
19370411,TMIN,28
19370411,TMAX,49
19370411,TOBS,48
19370412,TMIN,28
